"service_id","date","exception_type"
"1_581_20241027","20241104","2"
"1_585_20241027","20241104","1"
"1_583_20241027","20241109","2"
"1_584_20241027","20241109","1"
"1_583_20241027","20241123","2"
"1_585_20241027","20241123","1"
"1_583_20241027","20241214","2"
"1_584_20241027","20241214","1"
"1_581_20241027","20241224","2"
"1_582_20241027","20241224","1"
"1_581_20241027","20241225","2"
"1_582_20241027","20241225","1"
"1_581_20241027","20241226","2"
"1_582_20241027","20241226","1"
"1_581_20241027","20241227","2"
"1_582_20241027","20241227","1"
"1_583_20241027","20241228","2"
"1_584_20241027","20241228","1"
"1_602_20241231","20241231","2"
"1_596_20241231","20241231","1"
"1_602_20241231","20250101","2"
"1_596_20241231","20250101","1"
"1_602_20241231","20250102","2"
"1_596_20241231","20250102","1"
"1_602_20241231","20250103","2"
"1_596_20241231","20250103","1"
"1_604_20241231","20250104","2"
"1_605_20241231","20250104","1"
"1_602_20241231","20250106","2"
"1_603_20241231","20250106","1"
"1_604_20241231","20250111","2"
"1_605_20241231","20250111","1"
"1_602_20241231","20250113","2"
"1_606_20241231","20250113","1"
"1_604_20241231","20250125","2"
"1_605_20241231","20250125","1"
"1_604_20241231","20250208","2"
"1_605_20241231","20250208","1"
"1_602_20241231","20250211","2"
"1_606_20241231","20250211","1"
"1_604_20241231","20250222","2"
"1_605_20241231","20250222","1"
"1_602_20241231","20250224","2"
"1_606_20241231","20250224","1"
"1_604_20241231","20250308","2"
"1_605_20241231","20250308","1"
"1_602_20241231","20250320","2"
"1_606_20241231","20250320","1"
"1_602_20241231","20250321","2"
"1_603_20241231","20250321","1"
"1_604_20241231","20250322","2"
"1_605_20241231","20250322","1"
"1_602_20241231","20250324","2"
"1_603_20241231","20250324","1"
"1_602_20241231","20250325","2"
"1_603_20241231","20250325","1"
"1_602_20241231","20250326","2"
"1_603_20241231","20250326","1"
"1_602_20241231","20250327","2"
"1_603_20241231","20250327","1"
"1_602_20241231","20250328","2"
"1_603_20241231","20250328","1"
"1_604_20241231","20250329","2"
"1_605_20241231","20250329","1"
"1_602_20241231","20250331","2"
"1_603_20241231","20250331","1"
"1_617_20250401","20250401","2"
"1_621_20250401","20250401","1"
"1_617_20250401","20250402","2"
"1_621_20250401","20250402","1"
"1_617_20250401","20250403","2"
"1_621_20250401","20250403","1"
"1_617_20250401","20250404","2"
"1_621_20250401","20250404","1"
"1_618_20250401","20250405","2"
"1_622_20250401","20250405","1"
"1_618_20250401","20250412","2"
"1_622_20250401","20250412","1"
"1_618_20250401","20250426","2"
"1_622_20250401","20250426","1"
"1_617_20250401","20250429","2"
"1_619_20250401","20250429","1"
"1_618_20250401","20250503","2"
"1_619_20250401","20250503","1"
"1_617_20250401","20250505","2"
"1_619_20250401","20250505","1"
"1_617_20250401","20250506","2"
"1_619_20250401","20250506","1"
"1_618_20250401","20250510","2"
"1_622_20250401","20250510","1"
"1_618_20250401","20250524","2"
"1_622_20250401","20250524","1"
"1_618_20250401","20250614","2"
"1_622_20250401","20250614","1"
"1_637_20250621","20250628","2"
"1_641_20250621","20250628","1"
"1_637_20250621","20250712","2"
"1_641_20250621","20250712","1"
"1_636_20250621","20250721","2"
"1_638_20250621","20250721","1"
"1_636_20250621","20250722","2"
"1_640_20250621","20250722","1"
"1_636_20250621","20250723","2"
"1_640_20250621","20250723","1"
"1_636_20250621","20250724","2"
"1_640_20250621","20250724","1"
"1_636_20250621","20250725","2"
"1_640_20250621","20250725","1"
"1_637_20250621","20250726","2"
"1_641_20250621","20250726","1"
"1_636_20250621","20250728","2"
"1_640_20250621","20250728","1"
"1_636_20250621","20250729","2"
"1_640_20250621","20250729","1"
"1_636_20250621","20250730","2"
"1_640_20250621","20250730","1"
"1_636_20250621","20250731","2"
"1_640_20250621","20250731","1"
"1_636_20250621","20250801","2"
"1_640_20250621","20250801","1"
"1_637_20250621","20250802","2"
"1_641_20250621","20250802","1"
"1_636_20250621","20250804","2"
"1_640_20250621","20250804","1"
"1_636_20250621","20250805","2"
"1_640_20250621","20250805","1"
"1_636_20250621","20250806","2"
"1_640_20250621","20250806","1"
"1_636_20250621","20250807","2"
"1_640_20250621","20250807","1"
"1_636_20250621","20250808","2"
"1_640_20250621","20250808","1"
"1_637_20250621","20250809","2"
"1_641_20250621","20250809","1"
"1_636_20250621","20250811","2"
"1_638_20250621","20250811","1"
"1_636_20250621","20250812","2"
"1_640_20250621","20250812","1"
"1_636_20250621","20250813","2"
"1_638_20250621","20250813","1"
"1_636_20250621","20250814","2"
"1_638_20250621","20250814","1"
"1_636_20250621","20250815","2"
"1_638_20250621","20250815","1"
"1_637_20250621","20250816","2"
"1_638_20250621","20250816","1"
"1_636_20250621","20250818","2"
"1_640_20250621","20250818","1"
"1_636_20250621","20250819","2"
"1_640_20250621","20250819","1"
"1_636_20250621","20250820","2"
"1_640_20250621","20250820","1"
"1_636_20250621","20250821","2"
"1_640_20250621","20250821","1"
"1_636_20250621","20250822","2"
"1_640_20250621","20250822","1"
"1_637_20250621","20250823","2"
"1_641_20250621","20250823","1"
"1_637_20250621","20250913","2"
"1_641_20250621","20250913","1"
"1_636_20250621","20250915","2"
"1_638_20250621","20250915","1"
"1_636_20250621","20250923","2"
"1_638_20250621","20250923","1"
"1_637_20250621","20250927","2"
"1_641_20250621","20250927","1"
"1_656_20251001","20251011","2"
"1_660_20251001","20251011","1"
"1_655_20251001","20251013","2"
"1_657_20251001","20251013","1"
"1_656_20251001","20251025","2"
"1_660_20251001","20251025","1"
"1_655_20251001","20251103","2"
"1_657_20251001","20251103","1"
"1_656_20251001","20251108","2"
"1_660_20251001","20251108","1"
"1_656_20251001","20251122","2"
"1_660_20251001","20251122","1"
"1_655_20251001","20251124","2"
"1_657_20251001","20251124","1"
"1_656_20251001","20251213","2"
"1_660_20251001","20251213","1"
"1_655_20251001","20251224","2"
"1_659_20251001","20251224","1"
"1_655_20251001","20251225","2"
"1_659_20251001","20251225","1"
"1_655_20251001","20251226","2"
"1_659_20251001","20251226","1"
"1_656_20251001","20251227","2"
"1_660_20251001","20251227","1"
"1_655_20251229","20251229","2"
"1_657_20251229","20251229","1"
"1_655_20251229","20251230","2"
"1_657_20251229","20251230","1"
"1_655_20251231","20251231","2"
"1_689_20251231","20251231","1"
"1_655_20251231","20260101","2"
"1_689_20251231","20260101","1"
"1_655_20251231","20260102","2"
"1_689_20251231","20260102","1"
"1_656_20251231","20260103","2"
"1_689_20251231","20260103","1"
"1_655_20251231","20260105","2"
"1_659_20251231","20260105","1"
"1_655_20251231","20260106","2"
"1_659_20251231","20260106","1"
"1_656_20251231","20260110","2"
"1_660_20251231","20260110","1"
"1_655_20251231","20260112","2"
"1_657_20251231","20260112","1"
"1_655_20251231","20260211","2"
"1_657_20251231","20260211","1"
"1_656_20251231","20260214","2"
"1_660_20251231","20260214","1"
"1_655_20251231","20260223","2"
"1_657_20251231","20260223","1"
"1_656_20251231","20260228","2"
"1_660_20251231","20260228","1"
"1_656_20251231","20260314","2"
"1_660_20251231","20260314","1"
"1_655_20251231","20260320","2"
"1_657_20251231","20260320","1"
"1_655_20251231","20260323","2"
"1_659_20251231","20260323","1"
"1_655_20251231","20260324","2"
"1_659_20251231","20260324","1"
"1_655_20251231","20260325","2"
"1_659_20251231","20260325","1"
"1_655_20251231","20260326","2"
"1_659_20251231","20260326","1"
"1_655_20251231","20260327","2"
"1_659_20251231","20260327","1"
"1_656_20251231","20260328","2"
"1_660_20251231","20260328","1"
"1_655_20251231","20260330","2"
"1_659_20251231","20260330","1"
"1_655_20251231","20260331","2"
"1_659_20251231","20260331","1"
"1_692_20260401","20260401","2"
"1_693_20260401","20260401","1"
"1_692_20260401","20260402","2"
"1_693_20260401","20260402","1"
"1_692_20260401","20260403","2"
"1_693_20260401","20260403","1"
"1_694_20260401","20260404","2"
"1_696_20260401","20260404","1"
"1_694_20260401","20260411","2"
"1_696_20260401","20260411","1"
"1_694_20260401","20260425","2"
"1_696_20260401","20260425","1"
"1_692_20260401","20260429","2"
"1_695_20260401","20260429","1"
"1_692_20260401","20260504","2"
"1_695_20260401","20260504","1"
"1_692_20260401","20260505","2"
"1_695_20260401","20260505","1"
"1_692_20260401","20260506","2"
"1_695_20260401","20260506","1"
"1_694_20260401","20260523","2"
"1_696_20260401","20260523","1"
"1_694_20260401","20260613","2"
"1_696_20260401","20260613","1"
"1_694_20260401","20260627","2"
"1_696_20260401","20260627","1"
"3_586_20241027","20241104","2"
"3_590_20241027","20241104","1"
"3_588_20241027","20241109","2"
"3_589_20241027","20241109","1"
"3_588_20241027","20241123","2"
"3_590_20241027","20241123","1"
"3_588_20241027","20241214","2"
"3_589_20241027","20241214","1"
"3_590_20241027","20241222","2"
"3_589_20241027","20241222","1"
"3_586_20241027","20241224","2"
"3_587_20241027","20241224","1"
"3_586_20241027","20241225","2"
"3_587_20241027","20241225","1"
"3_586_20241027","20241226","2"
"3_587_20241027","20241226","1"
"3_586_20241027","20241227","2"
"3_587_20241027","20241227","1"
"3_607_20241231","20241231","2"
"3_597_20241231","20241231","1"
"3_607_20241231","20250101","2"
"3_597_20241231","20250101","1"
"3_607_20241231","20250102","2"
"3_597_20241231","20250102","1"
"3_607_20241231","20250103","2"
"3_597_20241231","20250103","1"
"3_607_20241231","20250106","2"
"3_608_20241231","20250106","1"
"3_609_20241231","20250111","2"
"3_610_20241231","20250111","1"
"3_607_20241231","20250113","2"
"3_611_20241231","20250113","1"
"3_609_20241231","20250125","2"
"3_610_20241231","20250125","1"
"3_609_20241231","20250208","2"
"3_610_20241231","20250208","1"
"3_607_20241231","20250211","2"
"3_611_20241231","20250211","1"
"3_609_20241231","20250222","2"
"3_610_20241231","20250222","1"
"3_607_20241231","20250224","2"
"3_611_20241231","20250224","1"
"3_609_20241231","20250308","2"
"3_610_20241231","20250308","1"
"3_607_20241231","20250320","2"
"3_611_20241231","20250320","1"
"3_609_20241231","20250322","2"
"3_610_20241231","20250322","1"
"3_607_20241231","20250324","2"
"3_608_20241231","20250324","1"
"3_607_20241231","20250325","2"
"3_608_20241231","20250325","1"
"3_607_20241231","20250326","2"
"3_608_20241231","20250326","1"
"3_609_20241231","20250329","2"
"3_610_20241231","20250329","1"
"3_607_20241231","20250331","2"
"3_608_20241231","20250331","1"
"3_623_20250401","20250401","2"
"3_625_20250401","20250401","1"
"3_623_20250401","20250402","2"
"3_625_20250401","20250402","1"
"3_623_20250401","20250403","2"
"3_625_20250401","20250403","1"
"3_623_20250401","20250404","2"
"3_625_20250401","20250404","1"
"3_626_20250401","20250405","2"
"3_627_20250401","20250405","1"
"3_626_20250401","20250412","2"
"3_627_20250401","20250412","1"
"3_626_20250401","20250426","2"
"3_627_20250401","20250426","1"
"3_623_20250401","20250429","2"
"3_628_20250401","20250429","1"
"3_626_20250401","20250503","2"
"3_628_20250401","20250503","1"
"3_623_20250401","20250505","2"
"3_628_20250401","20250505","1"
"3_623_20250401","20250506","2"
"3_628_20250401","20250506","1"
"3_626_20250401","20250524","2"
"3_627_20250401","20250524","1"
"3_626_20250401","20250531","2"
"3_627_20250401","20250531","1"
"3_626_20250401","20250614","2"
"3_627_20250401","20250614","1"
"3_645_20250621","20250628","2"
"3_646_20250621","20250628","1"
"3_645_20250621","20250712","2"
"3_646_20250621","20250712","1"
"3_642_20250621","20250721","2"
"3_647_20250621","20250721","1"
"3_642_20250621","20250722","2"
"3_644_20250621","20250722","1"
"3_642_20250621","20250723","2"
"3_644_20250621","20250723","1"
"3_642_20250621","20250724","2"
"3_644_20250621","20250724","1"
"3_642_20250621","20250725","2"
"3_644_20250621","20250725","1"
"3_645_20250621","20250726","2"
"3_646_20250621","20250726","1"
"3_642_20250621","20250728","2"
"3_644_20250621","20250728","1"
"3_642_20250621","20250729","2"
"3_644_20250621","20250729","1"
"3_642_20250621","20250730","2"
"3_644_20250621","20250730","1"
"3_642_20250621","20250731","2"
"3_644_20250621","20250731","1"
"3_642_20250621","20250801","2"
"3_644_20250621","20250801","1"
"3_645_20250621","20250802","2"
"3_646_20250621","20250802","1"
"3_642_20250621","20250804","2"
"3_644_20250621","20250804","1"
"3_642_20250621","20250805","2"
"3_644_20250621","20250805","1"
"3_642_20250621","20250806","2"
"3_644_20250621","20250806","1"
"3_642_20250621","20250807","2"
"3_644_20250621","20250807","1"
"3_642_20250621","20250808","2"
"3_644_20250621","20250808","1"
"3_645_20250621","20250809","2"
"3_646_20250621","20250809","1"
"3_642_20250621","20250811","2"
"3_647_20250621","20250811","1"
"3_642_20250621","20250812","2"
"3_644_20250621","20250812","1"
"3_642_20250621","20250813","2"
"3_647_20250621","20250813","1"
"3_642_20250621","20250814","2"
"3_647_20250621","20250814","1"
"3_642_20250621","20250815","2"
"3_647_20250621","20250815","1"
"3_645_20250621","20250816","2"
"3_647_20250621","20250816","1"
"3_642_20250621","20250818","2"
"3_644_20250621","20250818","1"
"3_642_20250621","20250819","2"
"3_644_20250621","20250819","1"
"3_642_20250621","20250820","2"
"3_644_20250621","20250820","1"
"3_642_20250621","20250821","2"
"3_644_20250621","20250821","1"
"3_642_20250621","20250822","2"
"3_644_20250621","20250822","1"
"3_645_20250621","20250823","2"
"3_646_20250621","20250823","1"
"3_645_20250621","20250913","2"
"3_646_20250621","20250913","1"
"3_642_20250621","20250915","2"
"3_647_20250621","20250915","1"
"3_642_20250621","20250923","2"
"3_647_20250621","20250923","1"
"3_645_20250621","20250927","2"
"3_646_20250621","20250927","1"
"3_664_20251001","20251011","2"
"3_665_20251001","20251011","1"
"3_661_20251001","20251013","2"
"3_666_20251001","20251013","1"
"3_664_20251001","20251025","2"
"3_665_20251001","20251025","1"
"3_661_20251001","20251103","2"
"3_666_20251001","20251103","1"
"3_664_20251001","20251108","2"
"3_665_20251001","20251108","1"
"3_664_20251001","20251122","2"
"3_665_20251001","20251122","1"
"3_661_20251001","20251124","2"
"3_666_20251001","20251124","1"
"3_664_20251001","20251213","2"
"3_665_20251001","20251213","1"
"3_661_20251001","20251224","2"
"3_663_20251001","20251224","1"
"3_661_20251001","20251225","2"
"3_663_20251001","20251225","1"
"3_661_20251001","20251226","2"
"3_663_20251001","20251226","1"
"3_664_20251001","20251227","2"
"3_665_20251001","20251227","1"
"3_661_20251229","20251229","2"
"3_666_20251229","20251229","1"
"3_661_20251229","20251230","2"
"3_666_20251229","20251230","1"
"3_661_20251231","20260211","2"
"3_666_20251231","20260211","1"
"3_664_20251231","20260214","2"
"3_665_20251231","20260214","1"
"3_661_20251231","20260223","2"
"3_666_20251231","20260223","1"
"3_664_20251231","20260228","2"
"3_665_20251231","20260228","1"
"3_664_20251231","20260314","2"
"3_665_20251231","20260314","1"
"3_661_20251231","20260320","2"
"3_666_20251231","20260320","1"
"3_661_20251231","20260323","2"
"3_663_20251231","20260323","1"
"3_661_20251231","20260324","2"
"3_663_20251231","20260324","1"
"3_661_20251231","20260325","2"
"3_663_20251231","20260325","1"
"3_661_20251231","20260326","2"
"3_663_20251231","20260326","1"
"3_661_20251231","20260327","2"
"3_663_20251231","20260327","1"
"3_664_20251231","20260328","2"
"3_665_20251231","20260328","1"
"3_661_20251231","20260330","2"
"3_663_20251231","20260330","1"
"3_661_20251231","20260331","2"
"3_663_20251231","20260331","1"
"3_697_20260401","20260401","2"
"3_698_20260401","20260401","1"
"3_697_20260401","20260402","2"
"3_698_20260401","20260402","1"
"3_697_20260401","20260403","2"
"3_698_20260401","20260403","1"
"3_699_20260401","20260404","2"
"3_700_20260401","20260404","1"
"3_699_20260401","20260411","2"
"3_700_20260401","20260411","1"
"3_699_20260401","20260425","2"
"3_700_20260401","20260425","1"
"3_697_20260401","20260429","2"
"3_701_20260401","20260429","1"
"3_697_20260401","20260504","2"
"3_701_20260401","20260504","1"
"3_697_20260401","20260505","2"
"3_701_20260401","20260505","1"
"3_697_20260401","20260506","2"
"3_701_20260401","20260506","1"
"3_699_20260401","20260523","2"
"3_700_20260401","20260523","1"
"3_699_20260401","20260613","2"
"3_700_20260401","20260613","1"
"3_699_20260401","20260627","2"
"3_700_20260401","20260627","1"
"5_591_20241027","20241104","2"
"5_595_20241027","20241104","1"
"5_593_20241027","20241109","2"
"5_594_20241027","20241109","1"
"5_593_20241027","20241123","2"
"5_595_20241027","20241123","1"
"5_593_20241027","20241214","2"
"5_594_20241027","20241214","1"
"5_591_20241027","20241224","2"
"5_592_20241027","20241224","1"
"5_591_20241027","20241225","2"
"5_592_20241027","20241225","1"
"5_591_20241027","20241226","2"
"5_592_20241027","20241226","1"
"5_591_20241027","20241227","2"
"5_592_20241027","20241227","1"
"5_593_20241027","20241228","2"
"5_594_20241027","20241228","1"
"5_612_20241231","20241231","2"
"5_598_20241231","20241231","1"
"5_612_20241231","20250101","2"
"5_598_20241231","20250101","1"
"5_612_20241231","20250102","2"
"5_598_20241231","20250102","1"
"5_612_20241231","20250103","2"
"5_598_20241231","20250103","1"
"5_614_20241231","20250104","2"
"5_615_20241231","20250104","1"
"5_614_20241231","20250111","2"
"5_615_20241231","20250111","1"
"5_612_20241231","20250113","2"
"5_616_20241231","20250113","1"
"5_612_20241231","20250116","2"
"5_613_20241231","20250116","1"
"5_614_20241231","20250125","2"
"5_615_20241231","20250125","1"
"5_614_20241231","20250208","2"
"5_615_20241231","20250208","1"
"5_612_20241231","20250211","2"
"5_616_20241231","20250211","1"
"5_614_20241231","20250222","2"
"5_615_20241231","20250222","1"
