stop_id,direction
89373 2,見戸代桟橋方面
89374 1,大地蔵方面
89374 2,
89375 1,川尻駅方面
89375 2,小用方面
89376 1,川尻駅方面
89376 2,小用方面
89377 1,川尻駅方面
89377 2,小用方面
89378 1,川尻駅方面
89378 2,小用方面
89379 1,川尻駅方面
89379 2,小用方面
89380 1,
89381 1,
89382 1,
89383 1,
89384 1,広方面
89384 2,安浦方面
89385 1,広方面
89385 2,安浦方面
89386 1,広方面
89386 2,安浦方面
89387 1,
89388 1,
89389 1,
89390 1,
89391 1,広方面
89391 2,安浦方面
89392 1,広方面
89392 2,安浦方面
89393 1,安浦方面
89393 2,広方面
89394 1,安浦方面
89394 2,広方面
89395 1,安浦方面
89395 2,広方面
89396 1,安浦方面
89396 2,広方面
89397 1,安浦方面
89397 2,広方面
89398 1,黒瀬方面
89398 2,安浦方面
89399 1,黒瀬方面
89399 2,安浦方面
89400 1,黒瀬方面
89400 2,安浦方面
89401 1,黒瀬方面
89401 2,安浦方面
89402 1,黒瀬方面
89402 2,安浦方面
89403 1,黒瀬方面
89403 2,安浦方面
89404 1,黒瀬方面
89404 2,安浦方面
89405 1,黒瀬方面
89405 2,安浦方面
89406 1,広方面
89406 2,黒瀬方面
89407 1,広方面
89407 2,黒瀬方面
89408 1,広方面
89408 2,黒瀬方面
89409 1,広方面
89409 2,黒瀬方面
89410 1,広方面
89410 2,黒瀬方面
89411 1,広方面
89411 2,黒瀬方面
89412 1,広方面
89412 2,黒瀬方面
89413 1,広方面
89413 2,黒瀬方面
89414 1,安芸津方面
89414 2,安浦方面
89415 1,安芸津方面
89415 2,安浦方面
89416 1,安芸津方面
89416 2,安浦方面
89417 1,安芸津方面
89417 2,安浦方面
89418 1,安芸津方面
89418 2,安浦方面
89419 1,安芸津方面
89419 2,安浦方面
89420 1,安芸津方面
89420 2,安浦方面
89421 1,安芸津方面
89421 2,安浦方面
89422 1,安芸津方面
89422 2,安浦方面
89423 1,黒瀬方面
89424 1,
89425 1,
89426 1,
89427 1,
89428 1,
89429 1,
89430 1,
89431 1,安浦方面
89432 1,広方面
89432 2,安浦方面
89433 1,広方面
89433 2,安浦方面
89434 1,広方面
89434 2,安浦方面
89435 1,広方面
89435 2,安浦方面
89436 1,広方面
89436 2,安浦方面
89437 1,塩谷方面
89437 2,安浦駅方面
89438 1,
89439 1,
89440 1,
89441 1,虹村方面
89441 2,広駅方面
89442 1,虹村方面
89442 2,広駅方面
89443 1,虹村方面
89443 2,広駅方面
89444 1,
89445 1,南コース
89446 1,南コース
89447 1,南コース
89448 1,安浦駅方面
